"Country.Region","Date","positive","deaths","recovered","currently_positive","positive_diff","deaths_diff","recovered_diff","roll_avg"
"Nepal",2020-03-13,1,0,1,0,0,0,0,0
"Nepal",2020-03-14,1,0,1,0,0,0,0,0
"Nepal",2020-03-15,1,0,1,0,0,0,0,0
"Nepal",2020-03-16,1,0,1,0,0,0,0,0
"Nepal",2020-03-17,1,0,1,0,0,0,0,0
"Nepal",2020-03-18,1,0,1,0,0,0,0,0
"Nepal",2020-03-19,1,0,1,0,0,0,0,0
"Nepal",2020-03-20,1,0,1,0,0,0,0,0.142857142857143
"Nepal",2020-03-21,1,0,1,0,0,0,0,0.142857142857143
"Nepal",2020-03-22,1,0,1,0,0,0,0,0.285714285714286
"Nepal",2020-03-23,2,0,1,1,1,0,0,0.285714285714286
"Nepal",2020-03-24,2,0,1,1,0,0,0,0.428571428571429
"Nepal",2020-03-25,3,0,1,2,1,0,0,0.571428571428571
"Nepal",2020-03-26,3,0,1,2,0,0,0,0.571428571428571
"Nepal",2020-03-27,4,0,1,3,1,0,0,0.428571428571429
"Nepal",2020-03-28,5,0,1,4,1,0,0,0.428571428571429
"Nepal",2020-03-29,5,0,1,4,0,0,0,0.285714285714286
"Nepal",2020-03-30,5,0,1,4,0,0,0,0.428571428571429
"Nepal",2020-03-31,5,0,1,4,0,0,0,0.285714285714286
"Nepal",2020-04-01,5,0,1,4,0,0,0,0.571428571428571
"Nepal",2020-04-02,6,0,1,5,1,0,0,0.571428571428571
"Nepal",2020-04-03,6,0,1,5,0,0,0,0.571428571428571
"Nepal",2020-04-04,9,0,1,8,3,0,0,0.571428571428571
"Nepal",2020-04-05,9,0,1,8,0,0,0,0.571428571428571
"Nepal",2020-04-06,9,0,1,8,0,0,0,0.428571428571429
"Nepal",2020-04-07,9,0,1,8,0,0,0,0.428571428571429
"Nepal",2020-04-08,9,0,1,8,0,0,0,0
"Nepal",2020-04-09,9,0,1,8,0,0,0,0.428571428571429
"Nepal",2020-04-10,9,0,1,8,0,0,0,0.714285714285714
"Nepal",2020-04-11,9,0,1,8,0,0,0,1
"Nepal",2020-04-12,12,0,1,11,3,0,0,1
"Nepal",2020-04-13,14,0,1,13,2,0,0,1
"Nepal",2020-04-14,16,0,1,15,2,0,0,3
"Nepal",2020-04-15,16,0,1,15,0,0,0,3.14285714285714
"Nepal",2020-04-16,16,0,2,14,0,0,1,2.71428571428571
"Nepal",2020-04-17,30,0,2,28,14,0,0,2.42857142857143
"Nepal",2020-04-18,31,0,2,29,1,0,0,3.85714285714286
"Nepal",2020-04-19,31,0,4,27,0,0,2,4.14285714285714
"Nepal",2020-04-20,31,0,4,27,0,0,0,4.57142857142857
"Nepal",2020-04-21,43,0,4,39,12,0,0,2.71428571428571
"Nepal",2020-04-22,45,0,7,38,2,0,3,2.57142857142857
"Nepal",2020-04-23,48,0,10,38,3,0,3,3
"Nepal",2020-04-24,49,0,11,38,1,0,1,3
"Nepal",2020-04-25,49,0,12,37,0,0,1,1.57142857142857
"Nepal",2020-04-26,52,0,16,36,3,0,4,1.71428571428571
"Nepal",2020-04-27,52,0,16,36,0,0,0,1.28571428571429
"Nepal",2020-04-28,54,0,16,38,2,0,0,1.42857142857143
"Nepal",2020-04-29,57,0,16,41,3,0,0,1.42857142857143
"Nepal",2020-04-30,57,0,16,41,0,0,0,3.28571428571429
"Nepal",2020-05-01,59,0,16,43,2,0,0,3.28571428571429
"Nepal",2020-05-02,59,0,16,43,0,0,0,4
"Nepal",2020-05-03,75,0,16,59,16,0,0,6
"Nepal",2020-05-04,75,0,16,59,0,0,0,6.28571428571429
"Nepal",2020-05-05,82,0,16,66,7,0,0,6.14285714285714
"Nepal",2020-05-06,99,0,22,77,17,0,6,7.28571428571429
"Nepal",2020-05-07,101,0,22,79,2,0,0,5
"Nepal",2020-05-08,102,0,31,71,1,0,9,8.42857142857143
"Nepal",2020-05-09,110,0,31,79,8,0,0,19.2857142857143
"Nepal",2020-05-10,110,0,31,79,0,0,0,21.5714285714286
"Nepal",2020-05-11,134,0,33,101,24,0,2,21.1428571428571
"Nepal",2020-05-12,217,0,33,184,83,0,0,23.5714285714286
"Nepal",2020-05-13,250,0,35,215,33,0,2,25.8571428571429
"Nepal",2020-05-14,249,0,35,214,-1,0,0,26.4285714285714
"Nepal",2020-05-15,267,0,36,231,18,0,1,34.4285714285714
"Nepal",2020-05-16,291,1,36,254,24,1,0,26.4285714285714
"Nepal",2020-05-17,295,2,36,257,4,1,0,25.2857142857143
"Nepal",2020-05-18,375,2,36,337,80,0,0,29.7142857142857
"Nepal",2020-05-19,402,2,37,363,27,0,1,35.5714285714286
"Nepal",2020-05-20,427,2,45,380,25,0,8,41.8571428571429
"Nepal",2020-05-21,457,3,49,405,30,1,4,44
"Nepal",2020-05-22,516,3,70,443,59,0,21,43.8571428571429
"Nepal",2020-05-23,584,3,70,511,68,0,0,52.8571428571429
"Nepal",2020-05-24,603,3,87,513,19,0,17,65.5714285714286
"Nepal",2020-05-25,682,4,112,566,79,1,25,83.5714285714286
"Nepal",2020-05-26,772,4,155,613,90,0,43,99.4285714285714
"Nepal",2020-05-27,886,4,183,699,114,0,28,116.714285714286
"Nepal",2020-05-28,1042,5,187,850,156,1,4,138.428571428571
"Nepal",2020-05-29,1212,6,206,1000,170,1,19,161.285714285714
"Nepal",2020-05-30,1401,6,219,1176,189,0,13,189.571428571429
"Nepal",2020-05-31,1572,8,220,1344,171,2,1,202
"Nepal",2020-06-01,1811,8,221,1582,239,0,1,227.428571428571
"Nepal",2020-06-02,2099,8,266,1825,288,0,45,242.857142857143
"Nepal",2020-06-03,2300,9,278,2013,201,1,12,262
"Nepal",2020-06-04,2634,10,290,2334,334,1,12,268
"Nepal",2020-06-05,2912,11,333,2568,278,1,43,278.714285714286
"Nepal",2020-06-06,3235,13,365,2857,323,2,32,283.857142857143
"Nepal",2020-06-07,3448,13,467,2968,213,0,102,294.857142857143
"Nepal",2020-06-08,3762,14,488,3260,314,1,21,282.857142857143
"Nepal",2020-06-09,4086,15,584,3487,324,1,96,307.142857142857
"Nepal",2020-06-10,4364,15,674,3675,278,0,90,300
"Nepal",2020-06-11,4614,15,861,3738,250,0,187,330.285714285714
"Nepal",2020-06-12,5062,16,877,4169,448,1,16,349.857142857143
"Nepal",2020-06-13,5335,18,913,4404,273,2,36,357.857142857143
"Nepal",2020-06-14,5760,19,974,4767,425,1,61,401.857142857143
"Nepal",2020-06-15,6211,19,1041,5151,451,0,67,462
"Nepal",2020-06-16,6591,19,1158,5414,380,0,117,458.857142857143
"Nepal",2020-06-17,7177,20,1167,5990,586,1,9,467.142857142857
"Nepal",2020-06-18,7848,22,1186,6640,671,2,19,466.571428571429
"Nepal",2020-06-19,8274,22,1402,6850,426,0,216,478.571428571429
"Nepal",2020-06-20,8605,22,1578,7005,331,0,176,501.142857142857
"Nepal",2020-06-21,9026,23,1772,7231,421,1,194,507.285714285714
"Nepal",2020-06-22,9561,23,2148,7390,535,0,376,473.428571428571
"Nepal",2020-06-23,10099,24,2224,7851,538,1,76,497.285714285714
"Nepal",2020-06-24,10728,24,2338,8366,629,0,114,529.142857142857
"Nepal",2020-06-25,11162,26,2650,8486,434,2,312,535.142857142857
"Nepal",2020-06-26,11755,27,2698,9030,593,1,48,526.714285714286
"Nepal",2020-06-27,12309,28,2834,9447,554,1,136,495
"Nepal",2020-06-28,12772,28,3013,9731,463,0,179,474
"Nepal",2020-06-29,13248,29,3134,10085,476,1,121,479.571428571429
"Nepal",2020-06-30,13564,29,3194,10341,316,0,60,500.571428571429
"Nepal",2020-07-01,14046,30,4656,9360,482,1,1462,454.571428571429
"Nepal",2020-07-02,14519,31,5320,9168,473,1,664,430.285714285714
"Nepal",2020-07-03,15259,32,6143,9084,740,1,823,388
"Nepal",2020-07-04,15491,34,6415,9042,232,2,272,372
"Nepal",2020-07-05,15784,34,6547,9203,293,0,132,339.571428571429
"Nepal",2020-07-06,15964,35,6811,9118,180,1,264,287.428571428571
"Nepal",2020-07-07,16168,35,7499,8634,204,0,688,198.571428571429
"Nepal",2020-07-08,16423,35,7752,8636,255,0,253,175.428571428571
"Nepal",2020-07-09,16531,35,7891,8605,108,0,139,145.285714285714
"Nepal",2020-07-10,16649,35,8011,8603,118,0,120,140.142857142857
"Nepal",2020-07-11,16719,38,8442,8239,70,3,431,127.571428571429
"Nepal",2020-07-12,16801,38,8589,8174,82,0,147,107.714285714286
"Nepal",2020-07-13,16945,38,10294,6613,144,0,1705,116.142857142857
"Nepal",2020-07-14,17061,38,10328,6695,116,0,34,113.714285714286
"Nepal",2020-07-15,17177,39,11025,6113,116,1,697,111.857142857143
"Nepal",2020-07-16,17344,39,11249,6056,167,0,224,122.428571428571
"Nepal",2020-07-17,17445,40,11534,5871,101,1,285,128.428571428571
"Nepal",2020-07-18,17502,40,11637,5825,57,0,103,133.285714285714
"Nepal",2020-07-19,17658,40,11695,5923,156,0,58,131
"Nepal",2020-07-20,17844,40,11868,5936,186,0,173,128.142857142857
"Nepal",2020-07-21,17994,40,12477,5477,150,0,609,132.714285714286
"Nepal",2020-07-22,18094,42,12684,5368,100,2,207,140.142857142857
"Nepal",2020-07-23,18241,43,12840,5358,147,1,156,136.428571428571
"Nepal",2020-07-24,18374,44,12947,5383,133,1,107,129.714285714286
"Nepal",2020-07-25,18483,45,13053,5385,109,1,106,152.714285714286
"Nepal",2020-07-26,18613,45,13128,5440,130,0,75,168.428571428571
"Nepal",2020-07-27,18752,48,13754,4950,139,3,626,186.571428571429
"Nepal",2020-07-28,19063,49,13875,5139,311,1,121,199.571428571429
"Nepal",2020-07-29,19273,49,14021,5203,210,0,146,229
"Nepal",2020-07-30,19547,52,14248,5247,274,3,227,245.571428571429
"Nepal",2020-07-31,19771,56,14399,5316,224,4,151,285.428571428571
"Nepal",2020-08-01,20086,56,14492,5538,315,0,93,278
"Nepal",2020-08-02,20332,57,14603,5672,246,1,111,302.428571428571
"Nepal",2020-08-03,20750,57,14961,5732,418,0,358,314.714285714286
"Nepal",2020-08-04,21009,58,15026,5925,259,1,65,349
"Nepal",2020-08-05,21390,60,15156,6174,381,2,130,358
"Nepal",2020-08-06,21750,65,15389,6296,360,5,233,377.142857142857
"Nepal",2020-08-07,22214,70,15814,6330,464,5,425,365.714285714286
"Nepal",2020-08-08,22592,73,16313,6206,378,3,499,419.857142857143
"Nepal",2020-08-09,22972,75,16353,6544,380,2,40,434.571428571429
"Nepal",2020-08-10,23310,79,16493,6738,338,4,140,458.142857142857
"Nepal",2020-08-11,23948,83,16664,7201,638,4,171,476.714285714286
"Nepal",2020-08-12,24432,91,16728,7613,484,8,64,489.571428571429
"Nepal",2020-08-13,24957,95,16837,8025,525,4,109,526.857142857143
"Nepal",2020-08-14,25551,99,17077,8375,594,4,240,561.571428571429
"Nepal",2020-08-15,26019,102,17201,8716,468,3,124,615.571428571429
"Nepal",2020-08-16,26660,104,17335,9221,641,2,134,643.714285714286
"Nepal",2020-08-17,27241,107,17495,9639,581,3,160,669.714285714286
"Nepal",2020-08-18,28257,114,17580,10563,1016,7,85,704.571428571429
"Nepal",2020-08-19,28938,120,17700,11118,681,6,120,728.285714285714
"Nepal",2020-08-20,29645,126,17964,11555,707,6,264,753.571428571429
"Nepal",2020-08-21,30483,137,18214,12132,838,11,250,776.714285714286
"Nepal",2020-08-22,31117,146,18350,12621,634,9,136,753.714285714286
"Nepal",2020-08-23,31935,149,18631,13155,818,3,281,782.857142857143
"Nepal",2020-08-24,32678,157,18806,13715,743,8,175,840.571428571429
"Nepal",2020-08-25,33533,164,19119,14250,855,7,313,853.285714285714
"Nepal",2020-08-26,34418,175,19504,14739,885,11,385,889
"Nepal",2020-08-27,35529,183,20073,15273,1111,8,569,946.571428571429
"Nepal",2020-08-28,36456,195,20242,16019,927,12,169,968.857142857143
"Nepal",2020-08-29,37340,207,20555,16578,884,12,313,999.428571428571
"Nepal",2020-08-30,38561,221,20822,17518,1221,14,267,1033
"Nepal",2020-08-31,39460,228,21410,17822,899,7,588,1049.71428571429
"Nepal",2020-09-01,40529,239,22178,18112,1069,11,768,1111.42857142857
"Nepal",2020-09-02,41649,251,23290,18108,1120,12,1112,1133.85714285714
"Nepal",2020-09-03,42877,257,24207,18413,1228,6,917,1099.42857142857
"Nepal",2020-09-04,44236,271,25561,18404,1359,14,1354,1110.85714285714
"Nepal",2020-09-05,45277,280,27127,17870,1041,9,1566,1087
"Nepal",2020-09-06,46257,289,28941,17027,980,9,1814,1081.42857142857
"Nepal",2020-09-07,47236,300,30677,16259,979,11,1736,1084
"Nepal",2020-09-08,48138,306,32964,14868,902,6,2287,1097.57142857143
"Nepal",2020-09-09,49219,312,33882,15025,1081,6,918,1120.42857142857
"Nepal",2020-09-10,50465,317,35700,14448,1246,5,1818,1128.85714285714
"Nepal",2020-09-11,51919,322,36672,14925,1454,5,972,1156.14285714286
"Nepal",2020-09-12,53120,336,37524,15260,1201,14,852,1235.71428571429
"Nepal",2020-09-13,54159,345,38697,15117,1039,9,1173,1301.14285714286
"Nepal",2020-09-14,55329,360,39576,15393,1170,15,879,1301.14285714286
"Nepal",2020-09-15,56788,371,40638,15779,1459,11,1062,1382
"Nepal",2020-09-16,58327,379,41706,16242,1539,8,1068,1382.42857142857
"Nepal",2020-09-17,59573,383,42949,16241,1246,4,1243,1423.28571428571
"Nepal",2020-09-18,61593,390,43820,17383,2020,7,871,1421
"Nepal",2020-09-19,62797,401,45267,17129,1204,11,1447,1406.28571428571
"Nepal",2020-09-20,64122,411,46233,17478,1325,10,966,1353.85714285714
"Nepal",2020-09-21,65276,427,47238,17611,1154,16,1005,1389.71428571429
"Nepal",2020-09-22,66632,429,48061,18142,1356,2,823,1288.71428571429
"Nepal",2020-09-23,67804,436,49954,17414,1172,7,1893,1289.14285714286
"Nepal",2020-09-24,69301,453,50411,18437,1497,17,457,1324.57142857143
"Nepal",2020-09-25,70614,459,51866,18289,1313,6,1455,1352.71428571429
"Nepal",2020-09-26,71821,467,53013,18341,1207,8,1147,1375.14285714286
"Nepal",2020-09-27,73394,477,53898,19019,1573,10,885,1430.42857142857
"Nepal",2020-09-28,74745,481,54640,19624,1351,4,742,1489.57142857143
"Nepal",2020-09-29,76258,491,55371,20396,1513,10,731,1690.85714285714
"Nepal",2020-09-30,77817,498,56428,20891,1559,7,1057,1821.28571428571
"Nepal",2020-10-01,79728,509,57389,21830,1911,11,961,1918.42857142857
"Nepal",2020-10-02,82450,520,60696,21234,2722,11,3307,2074
"Nepal",2020-10-03,84570,528,62740,21302,2120,8,2044,2079.42857142857
"Nepal",2020-10-04,86823,535,64069,22219,2253,7,1329,2348
"Nepal",2020-10-05,89263,554,65202,23507,2440,19,1133,2698.42857142857
"Nepal",2020-10-06,90814,563,67542,22709,1551,9,2340,2603.71428571429
"Nepal",2020-10-07,94253,578,68668,25007,3439,15,1126,3016.28571428571
"Nepal",2020-10-08,98617,590,71343,26684,4364,12,2675,2990.28571428571
"Nepal",2020-10-09,100676,600,73023,27053,2059,10,1680,3219.85714285714
"Nepal",2020-10-10,105684,614,74252,30818,5008,14,1229,3506.28571428571
"Nepal",2020-10-11,107755,636,75804,31315,2071,22,1552,3391.85714285714
"Nepal",2020-10-12,111802,645,77277,33880,4047,9,1473,3304
"Nepal",2020-10-13,115358,663,78780,35915,3556,18,1503,3637.28571428571
"Nepal",2020-10-14,117996,675,80954,36367,2638,12,2174,3374.28571428571
"Nepal",2020-10-15,121745,694,84518,36533,3749,19,3564,3498.71428571429
"Nepal",2020-10-16,126137,715,88040,37382,4392,21,3522,3462
"Nepal",2020-10-17,129304,727,89840,38737,3167,12,1800,3395.85714285714
"Nepal",2020-10-18,132246,739,92166,39341,2942,12,2326,3839.42857142857
"Nepal",2020-10-19,136036,757,94501,40778,3790,18,2335,3823.42857142857
"Nepal",2020-10-20,139129,765,96609,41755,3093,8,2108,3838.71428571429
"Nepal",2020-10-21,144872,791,99605,44476,5743,26,2996,3704.14285714286
"Nepal",2020-10-22,148509,812,102820,44877,3637,21,3215,3691.85714285714
"Nepal",2020-10-23,153008,829,105488,46691,4499,17,2668,3399.14285714286
"Nepal",2020-10-24,155233,842,108334,46057,2225,13,2846,3038.71428571429
"Nepal",2020-10-25,158089,847,111670,45572,2856,5,3336,2497.42857142857
"Nepal",2020-10-26,159830,862,115675,43293,1741,15,4005,2315.57142857143
"Nepal",2020-10-27,160400,876,118843,40681,570,14,3168,2175.28571428571
"Nepal",2020-10-28,162354,887,121824,39643,1954,11,2981,2215.71428571429
"Nepal",2020-10-29,164718,904,124862,38952,2364,17,3038,2211.14285714286
"Nepal",2020-10-30,168235,920,128958,38357,3517,16,4096,2381.42857142857
"Nepal",2020-10-31,170743,937,131222,38584,2508,17,2264,2744.85714285714
"Nepal",2020-11-01,173567,960,134842,37765,2824,23,3620,2938.42857142857
"Nepal",2020-11-02,176500,984,137992,37524,2933,24,3150,3036.57142857143
"Nepal",2020-11-03,179614,1004,141134,37476,3114,20,3142,2949.71428571429
"Nepal",2020-11-04,182923,1034,144978,36911,3309,30,3844,2984.71428571429
"Nepal",2020-11-05,185974,1052,148408,36514,3051,18,3430,2983.71428571429
"Nepal",2020-11-06,188883,1070,152908,34905,2909,18,4500,2932
"Nepal",2020-11-07,191636,1087,155114,35435,2753,17,2206,2878
"Nepal",2020-11-08,194453,1108,157926,35419,2817,21,2812,2772.28571428571
"Nepal",2020-11-09,197024,1126,159724,36174,2571,18,1798,2609.71428571429
"Nepal",2020-11-10,199760,1148,160577,38035,2736,22,853,2495.71428571429
"Nepal",2020-11-11,202329,1174,162243,38912,2569,26,1666,2380.42857142857
"Nepal",2020-11-12,204242,1189,164592,38461,1913,15,2349,2189
"Nepal",2020-11-13,206353,1202,168129,37022,2111,13,3537,1992.71428571429
"Nepal",2020-11-14,208299,1215,170632,36452,1946,13,2503,1673.57142857143
"Nepal",2020-11-15,209776,1221,173430,35125,1477,6,2798,1512.57142857143
"Nepal",2020-11-16,210973,1230,176364,33379,1197,9,2934,1539.71428571429
"Nepal",2020-11-17,211475,1247,179242,30986,502,17,2878,1516
"Nepal",2020-11-18,212917,1259,182780,28878,1442,12,3538,1477.14285714286
"Nepal",2020-11-19,215020,1276,185638,28106,2103,17,2858,1504.57142857143
"Nepal",2020-11-20,216965,1298,191002,24665,1945,22,5364,1616.42857142857
"Nepal",2020-11-21,218639,1305,193325,24009,1674,7,2323,1800.42857142857
"Nepal",2020-11-22,220308,1321,199024,19963,1669,16,5699,1872.71428571429
"Nepal",2020-11-23,222288,1337,202067,18884,1980,16,3043,1802.85714285714
"Nepal",2020-11-24,224078,1361,204858,17859,1790,24,2791,1768.28571428571
"Nepal",2020-11-25,226026,1389,207998,16639,1948,28,3140,1726.28571428571
"Nepal",2020-11-26,227640,1412,209435,16793,1614,23,1437,1667.14285714286
"Nepal",2020-11-27,229343,1435,209435,18473,1703,23,0,1594.85714285714
"Nepal",2020-11-28,230723,1454,211186,18083,1380,19,1751,1339.14285714286
"Nepal",2020-11-29,231978,1479,212590,17909,1255,25,1404,1460
"Nepal",2020-11-30,233452,1508,214521,17423,1474,29,1931,1421.28571428571
"Nepal",2020-12-01,233452,1529,216594,15329,0,21,2073,1359.71428571429
"Nepal",2020-12-02,236246,1538,218161,16547,2794,9,1567,1308.85714285714
"Nepal",2020-12-03,237589,1551,220272,15766,1343,13,2111,1286.14285714286
"Nepal",2020-12-04,238861,1567,221847,15447,1272,16,1575,1220.42857142857
"Nepal",2020-12-05,239885,1577,224053,14255,1024,10,2206,1417.85714285714
"Nepal",2020-12-06,240981,1594,225805,13582,1096,17,1752,1169.57142857143
"Nepal",2020-12-07,241995,1614,227433,12948,1014,20,1628,1151.57142857143
"Nepal",2020-12-08,243377,1637,229054,12686,1382,23,1621,1119
"Nepal",2020-12-09,244433,1651,230537,12245,1056,14,1483,NA
"Nepal",2020-12-10,245650,1663,231601,12386,1217,12,1064,NA
"Nepal",2020-12-11,246694,1674,232872,12148,1044,11,1271,NA
"Netherlands",2020-01-22,0,0,0,0,0,0,0,NA
"Netherlands",2020-01-23,0,0,0,0,0,0,0,NA
"Netherlands",2020-01-24,0,0,0,0,0,0,0,NA
"Netherlands",2020-01-25,0,0,0,0,0,0,0,0
"Netherlands",2020-01-26,0,0,0,0,0,0,0,0
"Netherlands",2020-01-27,0,0,0,0,0,0,0,0
"Netherlands",2020-01-28,0,0,0,0,0,0,0,0
"Netherlands",2020-01-29,0,0,0,0,0,0,0,0
"Netherlands",2020-01-30,0,0,0,0,0,0,0,0
"Netherlands",2020-01-31,0,0,0,0,0,0,0,0
"Netherlands",2020-02-01,0,0,0,0,0,0,0,0
"Netherlands",2020-02-02,0,0,0,0,0,0,0,0
"Netherlands",2020-02-03,0,0,0,0,0,0,0,0
"Netherlands",2020-02-04,0,0,0,0,0,0,0,0
"Netherlands",2020-02-05,0,0,0,0,0,0,0,0
"Netherlands",2020-02-06,0,0,0,0,0,0,0,0
"Netherlands",2020-02-07,0,0,0,0,0,0,0,0
"Netherlands",2020-02-08,0,0,0,0,0,0,0,0
"Netherlands",2020-02-09,0,0,0,0,0,0,0,0
"Netherlands",2020-02-10,0,0,0,0,0,0,0,0
"Netherlands",2020-02-11,0,0,0,0,0,0,0,0
"Netherlands",2020-02-12,0,0,0,0,0,0,0,0
"Netherlands",2020-02-13,0,0,0,0,0,0,0,0
"Netherlands",2020-02-14,0,0,0,0,0,0,0,0
"Netherlands",2020-02-15,0,0,0,0,0,0,0,0
"Netherlands",2020-02-16,0,0,0,0,0,0,0,0
"Netherlands",2020-02-17,0,0,0,0,0,0,0,0
"Netherlands",2020-02-18,0,0,0,0,0,0,0,0
"Netherlands",2020-02-19,0,0,0,0,0,0,0,0
"Netherlands",2020-02-20,0,0,0,0,0,0,0,0
"Netherlands",2020-02-21,0,0,0,0,0,0,0,0
"Netherlands",2020-02-22,0,0,0,0,0,0,0,0
"Netherlands",2020-02-23,0,0,0,0,0,0,0,0
"Netherlands",2020-02-24,0,0,0,0,0,0,0,0.142857142857143
"Netherlands",2020-02-25,0,0,0,0,0,0,0,0.142857142857143
"Netherlands",2020-02-26,0,0,0,0,0,0,0,0.857142857142857
"Netherlands",2020-02-27,1,0,0,1,1,0,0,1.42857142857143
"Netherlands",2020-02-28,1,0,0,1,0,0,0,2.57142857142857
"Netherlands",2020-02-29,6,0,0,6,5,0,0,3.42857142857143
"Netherlands",2020-03-01,10,0,0,10,4,0,0,5.42857142857143
"Netherlands",2020-03-02,18,0,0,18,8,0,0,11.5714285714286
"Netherlands",2020-03-03,24,0,0,24,6,0,0,18.1428571428571
"Netherlands",2020-03-04,38,0,0,38,14,0,0,26
"Netherlands",2020-03-05,82,0,0,82,44,0,0,36.4285714285714
"Netherlands",2020-03-06,128,1,0,127,46,1,0,43.2857142857143
"Netherlands",2020-03-07,188,1,0,187,60,0,0,51.1428571428571
"Netherlands",2020-03-08,265,3,0,262,77,2,0,66.4285714285714
"Netherlands",2020-03-09,321,3,0,318,56,0,0,60.1428571428571
"Netherlands",2020-03-10,382,4,0,378,61,1,0,96.5714285714286
"Netherlands",2020-03-11,503,5,0,498,121,1,0,110.142857142857
"Netherlands",2020-03-12,503,5,0,498,0,0,0,124.285714285714
"Netherlands",2020-03-13,804,10,0,794,301,5,0,156
"Netherlands",2020-03-14,959,12,0,947,155,2,0,189
"Netherlands",2020-03-15,1135,20,0,1115,176,8,0,221.142857142857
"Netherlands",2020-03-16,1413,24,0,1389,278,4,0,279.571428571429
"Netherlands",2020-03-17,1705,43,0,1662,292,19,0,312.857142857143
"Netherlands",2020-03-18,2051,58,0,1993,346,15,0,381.714285714286
"Netherlands",2020-03-19,2460,76,0,2384,409,18,0,438.428571428571
"Netherlands",2020-03-20,2994,106,0,2888,534,30,0,476.571428571429
"Netherlands",2020-03-21,3631,136,0,3495,637,30,0,550.714285714286
"Netherlands",2020-03-22,4204,179,0,4025,573,43,0,623
"Netherlands",2020-03-23,4749,213,0,4536,545,34,0,710.142857142857
"Netherlands",2020-03-24,5560,276,0,5284,811,63,0,801.285714285714
"Netherlands",2020-03-25,6412,356,0,6056,852,80,0,875.857142857143
"Netherlands",2020-03-26,7431,434,0,6997,1019,78,0,951.714285714286
"Netherlands",2020-03-27,8603,546,0,8057,1172,112,0,1000.14285714286
"Netherlands",2020-03-28,9762,639,0,9123,1159,93,0,1005
"Netherlands",2020-03-29,10866,771,0,10095,1104,132,0,1028.85714285714
"Netherlands",2020-03-30,11750,864,0,10886,884,93,0,1038
"Netherlands",2020-03-31,12595,1039,0,11556,845,175,0,1017.14285714286
"Netherlands",2020-04-01,13614,1173,0,12441,1019,134,0,980.714285714286
"Netherlands",2020-04-02,14697,1339,0,13358,1083,166,0,997.857142857143
"Netherlands",2020-04-03,15723,1487,0,14236,1026,148,0,1007.57142857143
"Netherlands",2020-04-04,16627,1651,0,14976,904,164,0,997.857142857143
"Netherlands",2020-04-05,17851,1766,0,16085,1224,115,0,990.714285714286
"Netherlands",2020-04-06,18803,1867,0,16936,952,101,0,1009.28571428571
"Netherlands",2020-04-07,19580,2101,0,17479,777,234,0,1053.42857142857
"Netherlands",2020-04-08,20549,2248,0,18301,969,147,0,1112.28571428571
"Netherlands",2020-04-09,21762,2396,0,19366,1213,148,0,1105.14285714286
"Netherlands",2020-04-10,23097,2511,0,20586,1335,115,0,1106.85714285714
"Netherlands",2020-04-11,24413,2643,0,21770,1316,132,0,1119.85714285714
"Netherlands",2020-04-12,25587,2737,0,22850,1174,94,0,1086.28571428571
"Netherlands",2020-04-13,26551,2823,0,23728,964,86,0,1064.57142857143
"Netherlands",2020-04-14,27419,2945,0,24474,868,122,0,1050.28571428571
"Netherlands",2020-04-15,28153,3134,0,25019,734,189,0,1025.14285714286
"Netherlands",2020-04-16,29214,3315,0,25899,1061,181,0,1009.71428571429
"Netherlands",2020-04-17,30449,3459,0,26990,1235,144,0,979.142857142857
"Netherlands",2020-04-18,31589,3601,0,27988,1140,142,0,959.285714285714
"Netherlands",2020-04-19,32655,3684,0,28971,1066,83,0,955.571428571429
"Netherlands",2020-04-20,33405,3751,0,29654,750,67,0,930.714285714286
"Netherlands",2020-04-21,34134,3916,0,30218,729,165,0,869.428571428571
"Netherlands",2020-04-22,34842,4054,0,30788,708,138,0,800.142857142857
"Netherlands",2020-04-23,35729,4177,0,31552,887,123,0,741.428571428571
"Netherlands",2020-04-24,36535,4289,0,32246,806,112,0,691.428571428571
"Netherlands",2020-04-25,37190,4409,0,32781,655,120,0,611.714285714286
"Netherlands",2020-04-26,37845,4475,0,33370,655,66,0,565.714285714286
"Netherlands",2020-04-27,38245,4518,0,33727,400,43,0,512.428571428571
"Netherlands",2020-04-28,38416,4566,0,33850,171,48,0,465.142857142857
"Netherlands",2020-04-29,38802,4711,0,34091,386,145,0,435.142857142857
"Netherlands",2020-04-30,39316,4795,0,34521,514,84,0,389.428571428571
"Netherlands",2020-05-01,39791,4893,0,34898,475,98,0,360.714285714286
"Netherlands",2020-05-02,40236,4987,0,35249,445,94,0,381.571428571429
"Netherlands",2020-05-03,40571,5056,0,35515,335,69,0,359.571428571429
"Netherlands",2020-05-04,40770,5082,0,35688,199,26,0,351.142857142857
"Netherlands",2020-05-05,41087,5168,0,35919,317,86,0,328.857142857143
"Netherlands",2020-05-06,41319,5204,0,36115,232,36,0,306.571428571429
"Netherlands",2020-05-07,41774,5288,0,36486,455,84,0,293.714285714286
"Netherlands",2020-05-08,42093,5359,0,36734,319,71,0,288.285714285714
"Netherlands",2020-05-09,42382,5422,0,36960,289,63,0,271
"Netherlands",2020-05-10,42627,5440,0,37187,245,18,0,270.285714285714
"Netherlands",2020-05-11,42788,5456,0,37332,161,16,0,243.857142857143
